id,p,theta,beta,nphe,ein,eout
11,0.712444,0.324828,1.02556,150,0.172351,0
11,0.853742,0.187233,1.01168,81,0.0965438,0.0885328
11,0.368048,0.968442,0.988972,0,0,0
11,0.295872,0.249663,1.0035,0,0,0
11,0.678569,0.226424,1.02296,42,0.0982376,0.0559396
11,0.624552,0.258467,0.991584,54,0.0640421,0.0617533
11,0.852979,0.376306,1.00134,45,0.182376,0
11,0.971542,0.36685,0.994758,98,0.193225,0.0420691
11,0.880293,0.404784,1.00618,12,0.12282,0.0959029
11,0.540475,0.444496,0.987549,15,0.151293,0
11,0.631724,0.296854,0.993516,0,0.111284,0
11,0.27039,0.82837,1.0012,0,0,0
11,0.293126,0.509821,1.00423,5,0,0
11,0.411536,0.366872,1.00483,0,0,0
11,0.385748,0.236184,0.991836,0,0,0
11,0.228122,0.379177,1.00156,0,0,0
11,0.564736,0.361561,0.992802,69,0.115908,0
11,0.353246,0.877638,1.01714,0,0,0
11,0.245365,0.661524,1.00125,51,0,0
11,0.840467,0.73492,1.03043,0,0,0
11,0.281834,0.271542,1.00106,0,0,0
11,0.259098,1.07736,0.993492,89,0,0
11,0.747997,0.466745,0.98792,0,0.147265,0
11,0.57435,0.568133,1.01486,0,0,0
11,0.220493,0.580408,1.01121,17,0,0
11,0.534524,0.440056,0.996508,0,0.0865187,0
11,0.522622,0.686088,0.98575,26,0,0
11,0.902876,0.26537,0.999619,15,0.143191,0.0508125
11,0.701915,0.248278,1.00859,34,0.179995,0.0226139
11,0.458534,0.317168,1.00003,0,0,0
11,0.304265,0.799689,1.00628,0,0,0
11,0.233616,0.486652,0.984063,0,0,0
11,0.66453,0.663892,0.998503,0,0,0
11,0.775616,0.863866,0.981683,0,0,0
11,0.50721,0.479655,1.00214,0,0,0
11,0.255436,1.08088,0.976654,0,0,0
11,0.754101,0.687564,0.998652,0,0,0
11,0.637827,0.620807,0.996972,66,0,0
11,0.273442,0.648354,1.02646,134,0,0
11,1.42565,0.134273,0.972097,0,0.266468,0.0915541
11,0.85008,0.279524,0.989863,32,0.141176,0.0596475
11,0.56733,0.139986,0.984811,0,0.108995,0
11,1.07683,0.170993,1.00475,18,0.176974,0.0800641
11,0.252079,0.337626,0.978284,0,0,0
11,0.518807,0.306298,0.993457,6,0.0978714,0
11,1.46883,0.320329,1.00972,71,0.15697,0.167132
11,0.827497,0.286632,1.01149,46,0.210529,0
11,0.336004,0.706682,0.978421,0,0,0
11,0.393683,0.223186,1.00557,0,0,0
11,0.658732,0.249955,0.986675,75,0.136507,0.0219272
11,0.669871,0.389917,1.01023,52,0.119295,0.0357977
11,0.646983,0.322577,1.01259,8,0.170428,0
11,0.309758,0.829838,0.993271,0,0,0
11,0.775464,0.278115,1.02034,6,0.0997482,0.0585489
11,0.279088,0.75074,0.999198,14,0,0
11,0.227054,0.617421,1.00076,0,0,0
11,1.16594,0.444902,0.980341,42,0.16173,0.0910048
11,0.224155,0.832079,0.983681,0,0,0
11,0.357366,0.606489,1.0187,0,0,0
11,0.635691,0.38087,0.996202,48,0.0930648,0
11,1.98611,0.126083,0.95202,0,0.198718,0.0351568
11,0.317388,0.802342,1.00714,26,0,0
11,0.372015,0.447384,0.98899,0,0,0
11,0.553597,0.175017,0.99247,10,0.104967,0.0295262
11,0.212863,0.461207,1.00045,12,0,0
11,0.226139,0.267062,1.00404,0,0,0
11,0.398413,0.575435,1.00032,0,0,0
11,0.238956,0.558324,1.00496,12,0,0
11,0.41825,0.480581,1.01511,0,0,0
11,0.241245,0.588268,1.02883,0,0,0
11,0.390173,0.42743,1.01129,0,0,0
11,0.355688,0.443805,0.988753,0,0,0
11,0.68162,0.431879,0.984006,80,0.0926986,0.051957
11,0.328832,0.458071,0.992773,0,0,0
11,0.273594,0.429012,0.987419,0,0,0
11,0.586099,0.233897,1.00901,64,0.104143,0
11,0.788434,0.213004,1.0003,26,0.196887,0
11,0.37293,0.605253,0.982822,0,0,0
11,0.218662,0.578734,1.01889,0,0,0
11,1.64828,0.416616,0.997806,163,0.27686,0.089128
11,0.446632,0.294935,0.653734,0,0.0649119,0
11,0.787213,0.297564,1.00818,114,0.142962,0.0513161
11,0.569009,0.382249,0.971715,114,0.1019,0
11,0.864881,0.165806,0.992329,0,0.162829,0.0667887
11,0.39353,0.644759,1.01067,0,0,0
11,0.616617,0.230675,1.06599,11,0.107622,0.0648661
11,1.62585,0.258636,1.00525,20,0.347219,0.0720989
11,0.489052,0.267491,1.01416,0,0.118288,0
11,0.23621,0.346752,1.00046,0,0,0
11,0.734264,0.330338,0.99982,105,0.0962234,0.0493935
11,0.263371,0.836734,1.02089,0,0,0
11,0.971542,0.232869,0.999385,63,0.152712,0.0839094
11,0.907454,0.211524,0.99445,0,0.135866,0.055436
11,0.352941,0.616046,0.999143,0,0,0
11,2.05249,0.442436,1.01929,78,0.254978,0.243717
11,0.285649,0.305058,0.99843,0,0,0
11,0.410773,0.430448,0.997788,0,0,0
11,0.329595,0.337269,0.998474,0,0,0
11,0.286717,0.761926,1.00171,61,0,0
11,0.583658,0.41738,1.01225,0,0,0
11,0.550546,0.202762,0.981363,0,0.107988,0
11,0.484169,0.754044,0.999368,0,0,0
11,0.352483,0.344045,0.985015,0,0,0
11,0.508583,0.437341,1.00419,0,0.101625,0
11,0.522469,0.258306,0.989009,0,0.130007,0
11,0.563821,0.567937,0.986052,0,0,0
11,0.353552,0.888806,0.996796,0,0,0
11,0.400397,0.591339,1.01525,0,0,0
11,0.696269,0.314764,1.02563,149,0.130373,0
11,1.14076,0.270322,0.978349,45,0.174136,0.115129
11,0.678874,0.223883,1.01619,72,0.131655,0
11,0.28687,0.594786,1.01173,0,0,0
11,0.332799,0.308263,1.00209,0,0,0
11,0.290074,0.618691,0.991805,0,0,0
11,0.215,0.809846,0.987643,0,0,0
11,1.63287,0.200083,0.983932,0,0.175326,0.220417
11,0.350347,0.491451,0.994895,126,0,0
11,1.40948,0.294401,1.04091,102,0.312932,0.0525978
11,1.01045,0.227004,0.98927,38,0.181872,0.0357061
11,1.25566,0.262467,1.04224,95,0.171618,0.109865
11,0.68452,0.283361,0.997476,67,0.0900893,0.059968
11,0.516518,0.354017,1.0065,0,0.038819,0.063859
11,0.303044,0.873143,1.00325,0,0,0
11,0.906233,0.201731,1.00626,23,0.188327,0.0415198
11,0.417639,0.860085,0.991543,0,0,0
11,0.305791,0.382501,1.01675,0,0,0
11,0.762951,0.173329,1.01822,38,0.125338,0.0384527
11,0.931105,0.649264,0.992201,0,0,0
11,0.271916,0.893277,0.993023,0,0,0
11,0.250553,0.389195,1.01884,0,0,0
11,0.43595,0.466894,0.995866,0,0,0
11,0.646067,0.307346,1.01288,6,0.157885,0
11,0.213474,0.540024,1.00329,0,0,0
11,0.268864,0.551445,1.01052,0,0,0
11,1.3959,0.440578,1.00313,128,0.333028,0.045594
11,1.34997,0.25303,1.00852,14,0.246372,0.107988
11,0.305486,0.487187,1.00148,0,0,0
11,0.465705,0.782219,1.01289,0,0,0
11,0.381933,0.383475,0.976584,0,0,0
11,0.239872,0.392621,0.993261,0,0,0
11,0.41886,0.221995,1.00122,0,0,0
11,0.774395,0.236506,1.01072,38,0.172488,0
11,0.275578,0.39293,1.00988,0,0,0
11,0.287022,0.844154,1.02258,0,0,0
11,0.391852,0.401878,0.990842,0,0,0
11,0.76524,0.267198,1.00037,37,0.190707,0
11,0.341344,0.578013,0.991998,0,0,0
11,0.897231,0.562282,0.991373,77,0.200504,0
11,0.860456,0.322282,0.987438,62,0.117647,0.0810254
11,0.322271,0.326876,0.995477,0,0,0
11,0.308995,0.383216,0.997571,0,0,0
11,0.516823,0.6916,0.97784,0,0,0
11,0.620279,0.415286,1.00882,71,0.109819,0
11,0.533761,0.517266,0.97939,121,0,0
11,0.449531,0.289747,0.991752,0,0,0
11,0.213474,0.802082,1.0417,0,0,0
11,0.794995,0.262367,0.998858,46,0.1393,0.084596
11,0.70161,0.294456,1.0002,28,0.146395,0
11,0.577859,0.460762,1.01502,33,0.131243,0
11,0.458991,0.826855,0.975398,0,0,0
11,0.472267,0.634758,1.00874,0,0,0
11,0.658885,0.543366,1.0067,0,0.14406,0
11,0.419013,0.270813,0.987085,0,0,0
11,0.292515,0.353527,1.00454,46,0,0
11,0.649577,0.339077,1.01149,39,0.0955367,0.0683452
11,0.60853,0.407957,1.02208,90,0.103456,0
11,0.455024,0.454308,1.00476,0,0,0
11,0.403906,0.405502,1.00957,0,0,0
11,0.301671,0.467543,0.988156,0,0,0
11,0.366217,1.14272,0.983021,21,0,0
11,0.269322,0.748919,1.0079,0,0,0
11,1.38155,0.396687,0.987061,100,0.206821,0.0316777
11,0.635233,0.249385,0.986338,14,0.118883,0
11,0.218357,0.35252,0.995869,0,0,0
11,0.330663,0.472342,0.981864,0,0,0
11,0.867628,0.187689,1.00214,69,0.158938,0
11,0.352941,0.784865,0.995632,0,0,0
11,0.490272,0.175253,0.997108,0,0.0817578,0
11,0.216526,0.444374,0.998113,0,0,0
11,1.33074,0.279374,0.997887,30,0.238544,0.0390021
11,0.743572,0.192536,0.984299,42,0.103914,0.0553445
11,1.08873,0.383704,1.00426,73,0.189151,0
11,0.251469,0.49806,0.994515,0,0,0
11,0.518959,1.01979,1.00654,59,0,0
11,0.92195,0.459421,0.98372,87,0.157839,0
11,0.59678,0.256117,0.989347,71,0.110231,0.0286564
11,0.309606,0.456758,1.00119,0,0,0
11,0.211185,0.973216,0.992598,45,0,0
11,0.293431,0.350286,0.99825,0,0,0
11,0.367285,0.354779,1.00774,0,0,0
11,0.621805,0.697226,1.01823,22,0,0
11,0.319677,0.385761,1.0176,16,0,0
11,0.593729,0.3125,0.995594,0,0.0791943,0.0521401
11,0.579538,0.204647,1.01114,21,0.107073,0
11,1.23491,0.250975,0.995091,169,0.181186,0.0931563
11,0.467079,0.431618,0.991352,0,0,0
11,0.667735,0.309719,0.99628,0,0.108904,0
11,0.211032,0.780018,1.00005,0,0,0
11,0.297093,0.496402,1.00671,0,0,0
11,1.32479,0.320781,0.988082,69,0.271687,0.0688029
11,1.86114,0.203625,1.00516,9,0.193133,0.273472
11,0.220645,0.305941,0.993657,0,0,0
11,0.35172,0.397081,1.00695,0,0,0
11,0.644999,0.446022,1.0016,63,0.125566,0
11,0.368658,0.19398,0.986383,0,0,0
11,1.45373,0.313204,0.988335,81,0.280613,0.105241
11,0.312657,0.710172,1.00981,0,0,0
11,0.82414,0.310574,1.00963,31,0.143008,0
11,0.363928,0.553816,0.984845,0,0,0
11,0.434882,0.549744,1.0013,0,0,0
11,0.339055,0.395716,0.985242,0,0,0
11,1.43023,0.15191,1.01493,56,0.23447,0.0921492
11,1.04128,0.232272,0.99145,41,0.175601,0.0455024
11,0.296635,0.766744,1.0067,0,0,0
11,0.70985,0.17241,0.993378,5,0.115724,0.0467384
11,0.310063,1.00489,0.994938,0,0,0
11,0.970932,0.729135,1.00339,0,0,0
11,0.263523,0.393956,0.98985,0,0,0
11,0.469978,0.363867,1.00976,0,0.150607,0
11,0.639048,0.658198,0.99505,17,0,0
11,0.404211,0.663195,0.985501,0,0,0
11,0.377203,0.689675,1.01036,0,0,0
11,0.34638,0.483109,1.00509,0,0,0
11,0.440375,0.982129,1.02081,0,0,0
11,0.939193,0.167727,1.01825,0,0.17821,0
11,0.541848,0.362167,1.00689,8,0.127993,0
11,0.228733,0.627277,1.02426,136,0,0
11,0.307774,0.349708,1.00408,0,0,0
11,0.575875,0.159718,1.00146,3,0.0902724,0
11,0.400397,0.370004,1.00865,0,0,0
11,0.616617,0.373922,1.10341,56,0.189883,0
11,0.24155,0.548468,1.00374,0,0,0
11,1.05821,0.237277,0.981045,47,0.14699,0.0540169
11,0.557107,0.745154,0.999934,0,0,0
11,0.436713,0.217882,1.00018,0,0,0
11,0.257877,0.406617,0.997969,0,0,0
11,0.49485,0.450675,1.00087,0,0,0
11,0.632792,0.284247,1.00089,37,0.13756,0.0222477
11,1.21141,0.376097,1.00255,48,0.24683,0.0424353
11,0.340581,0.540034,0.998509,101,0,0
11,0.443427,0.314448,1.00704,0,0,0
11,0.233463,0.716582,0.993055,0,0,0
11,0.657359,0.360809,1.00321,17,0.125887,0
11,1.46242,0.156025,0.98951,47,0.118883,0.162783
11,0.671855,0.514451,0.977201,35,0.114992,0
11,0.487678,0.153945,0.960633,0,0.095079,0
11,0.443427,0.341856,0.992898,0,0,0
11,0.550698,0.683572,0.992222,0,0,0
11,0.753948,0.23599,1.00642,20,0.151019,0
11,0.500954,0.588972,0.981732,0,0,0
11,0.351263,0.181138,1.02011,0,0,0
11,0.299535,1.30053,1.01067,0,0,0
11,0.626841,0.622483,0.999241,0,0,0
11,0.310979,0.275276,1.01844,0,0,0
11,0.447089,0.414138,0.995912,0,0,0
11,0.373083,0.579272,0.986361,0,0,0
11,0.255436,0.522004,1.00907,80,0,0
11,0.479133,0.249682,1.01286,0,0.0860151,0
11,0.251011,0.54169,0.999384,43,0,0
11,0.277562,1.1733,1.00876,0,0,0
11,0.771801,0.395008,1.00324,33,0.117784,0.086656
11,0.990158,0.344224,1.01415,5,0.139254,0.115496
11,0.305638,0.481411,0.997903,0,0,0
11,0.234226,0.91155,1.00566,62,0,0
11,0.283665,0.279585,1.00282,0,0,0
11,0.222324,0.397149,1.01993,93,0,0
11,0.316472,0.435866,1.0018,0,0,0
11,0.213779,0.500224,0.97159,13,0,0
11,0.70161,0.4001,0.992684,85,0.109087,0.0407416
11,0.695354,0.218353,0.987951,22,0.125566,0.0401923
11,0.320897,0.337654,0.9913,0,0,0
11,0.631418,0.469865,0.996915,0,0.102724,0
11,0.27924,0.333001,0.999657,0,0,0
11,1.01183,0.380289,1.00381,27,0.216617,0
11,0.383001,0.392128,0.981094,0,0,0
11,0.226139,1.01018,1.03183,0,0,0
11,0.231479,0.924499,1.00337,0,0,0
11,1.30571,0.250768,0.994445,31,0.221836,0.0975967
11,0.280461,0.670126,1.0048,185,0,0
11,0.24506,0.493085,1.00345,0,0,0
11,2.39338,0.268294,1.00178,51,0.313436,0.235706
11,0.337987,0.913374,0.997038,0,0,0
11,0.36347,0.200091,1.03397,0,0,0
11,0.41352,0.457169,0.999576,4,0,0
11,0.488899,0.286949,1.00743,0,0.112612,0
11,0.875715,0.667297,1.00166,0,0,0
11,0.474708,0.218621,1.0126,0,0.365942,0
11,0.302739,0.474866,1.01641,0,0,0
11,0.350652,0.564259,0.983716,0,0,0
11,0.210575,0.178534,0.995304,0,0,0
11,0.720378,0.50381,0.978107,34,0.162966,0.0234836
11,0.479438,0.481981,1.00752,0,0,0
11,0.97612,0.479832,0.975365,0,0.110094,0
11,0.256809,0.444428,1.00416,48,0,0
11,0.669108,0.673582,1.0065,0,0,0
11,1.79492,0.355836,1.0229,0,0.231495,0.19469
11,0.489357,0.483487,1.00754,0,0,0
11,0.321202,0.401806,1.00762,0,0,0
11,0.500038,0.884743,1.01524,0,0,0
11,0.771038,0.303002,1.02002,235,0.187366,0.0342412
11,0.236057,0.759191,0.987588,0,0,0
11,0.494392,0.325791,1.00922,0,0.071458,0
11,0.457313,0.466803,0.996509,0,0,0
11,1.08888,0.256387,0.991894,14,0.259373,0
11,0.511025,0.294975,0.994182,0,0.104784,0
11,0.875105,0.24423,1.00407,72,0.165072,0.0373999
11,0.339666,0.456963,0.994792,0,0,0
11,0.438544,0.662166,0.996297,0,0,0
11,0.701915,0.598565,1.00352,0,0,0
11,0.263676,0.706943,1.01722,18,0,0
11,0.39826,0.416812,0.991099,0,0,0
11,0.899214,0.464484,1.00987,30,0.238636,0
11,1.9089,0.228891,1.00667,77,0.365667,0.061799
11,0.555276,0.420931,1.0067,0,0.0902266,0.031632
11,0.368658,0.422269,0.983169,9,0,0
11,0.621042,0.436484,0.996157,27,0.157519,0
11,0.899214,0.65624,0.996928,0,0,0
11,0.24033,1.10666,1.00183,128,0,0
11,0.458534,0.494736,0.98504,0,0,0
11,0.307774,1.24784,0.972252,0,0,0
11,0.531624,0.365293,1.0048,12,0.0888075,0
11,0.612955,0.342767,0.986778,46,0.114168,0
11,0.341039,0.258897,1.00823,0,0,0
11,1.49447,0.256831,0.978217,70,0.247929,0.098146
11,0.356146,0.342492,1.00906,0,0,0
11,0.580911,0.215313,0.999999,0,0.114443,0
11,0.212711,0.277904,1.00421,0,0,0
11,0.894179,0.120305,0.972316,0,0.13312,0.0471504
11,1.2047,0.339839,1.00491,16,0.169055,0.10959
11,0.459754,0.935091,1.00632,0,0,0
11,0.356756,0.617952,1.00073,0,0,0
11,0.546883,0.439664,0.989975,4,0.107622,0
11,0.538643,0.383008,1.00061,8,0.131884,0
11,0.278477,0.803632,0.988957,0,0,0
11,0.30045,1.2461,0.976574,0,0,0
11,0.561074,0.293654,0.996061,36,0.143923,0
11,0.233158,1.02204,1.00972,0,0,0
11,0.298924,0.537378,0.976662,0,0,0
11,0.463722,0.474937,0.983336,0,0,0
11,1.7615,0.401866,0.991488,92,0.243076,0.172442
11,1.66445,0.284017,0.992684,30,0.280842,0.160586
11,0.778973,0.188187,0.988953,18,0.0802472,0.0648203
11,0.323339,0.785858,1.00693,0,0,0
11,0.56672,0.379332,1.09166,21,0.123781,0.0614786
11,0.59266,0.440273,1.01881,67,0.0785992,0
11,0.853437,0.353104,0.975789,50,0.162188,0.0521859
11,0.280613,0.820714,1.02856,0,0,0
11,0.314031,0.769008,0.986249,0,0,0
11,0.584726,0.365024,0.972366,27,0.124651,0.0206912
11,0.238041,0.503939,0.996622,0,0,0
11,0.282292,0.5007,1.01901,0,0,0
11,0.644236,0.327117,1.00576,47,0.129046,0
11,0.805829,0.334871,0.991659,38,0.133761,0.0292058
11,0.676738,0.169977,1.00244,55,0.12575,0
11,0.631418,0.211945,1.0143,78,0.130465,0
11,0.237736,1.00213,1.00712,269,0,0
11,0.62623,0.201052,1.02375,50,0.136095,0.0230259
11,0.395972,0.486644,0.984676,0,0,0
11,0.457008,0.613839,1.01056,0,0,0
11,0.396582,0.345278,1.0019,0,0,0
11,0.494545,0.373238,0.980026,0,0.0807507,0
11,0.277409,0.476677,1.00451,0,0,0
11,1.66995,0.182701,1.00947,9,0.211307,0.169238
11,1.1043,0.368833,1.03143,175,0.135042,0.0888991
11,0.331579,0.382477,0.989724,34,0,0
11,0.82948,0.346642,1.03118,75,0.135912,0.0466468
11,0.526436,0.343281,0.995872,26,0.0879835,0
11,0.924697,0.30182,1.00389,40,0.118425,0.0665599
11,0.602731,0.580029,0.99226,0,0,0
11,0.861524,0.223864,0.998478,71,0.151659,0.0422065
11,0.810559,0.215091,1.02042,29,0.143053,0.0213321
11,0.290379,0.403827,0.981551,0,0,0
11,0.594491,0.213692,1.0149,112,0.0679332,0.0496681
11,0.227512,0.943068,0.973199,0,0,0
11,0.341344,0.484286,1.00527,0,0,0
11,0.299077,0.660127,0.985151,59,0,0
11,1.4284,0.234641,1.01083,92,0.240696,0.0608835
11,0.355993,0.724769,1.01446,0,0,0
11,0.243229,0.310509,1.00715,0,0,0
11,0.26154,0.618758,1.00048,0,0,0
11,0.248722,1.2515,1.00132,0,0,0
11,0.561685,0.476176,1.01033,4,0.0975509,0
11,0.395361,0.755662,1.01465,14,0,0
11,0.277867,1.30123,0.98697,0,0,0
11,0.340734,0.209812,1.00834,0,0,0
11,0.833448,0.416154,1.01697,0,0.182422,0
11,0.391089,0.814862,0.996936,0,0,0
11,0.599069,0.521399,0.995819,0,0.0239872,0
11,0.524147,0.244288,0.995872,0,0.0943923,0
11,0.264591,0.278574,1.00068,0,0,0
11,0.901045,0.272653,0.988862,17,0.213367,0.0198215
11,0.688792,0.738646,0.979824,0,0,0
11,0.852216,0.348379,1.02251,40,0.18114,0.0307164
11,0.319982,0.162843,0.985384,0,0,0
11,0.493935,0.39704,1.0089,0,0.0867475,0
11,0.252232,0.567699,1.00228,74,0,0
11,0.251164,0.762991,0.991166,155,0,0
11,0.513313,0.810365,1.01272,0,0,0
11,0.44007,0.472774,1.00896,0,0,0
11,0.469673,0.33177,1.00428,0,0.106249,0
11,0.808423,0.2439,0.98006,176,0.180087,0
11,0.492103,0.379696,1.00205,0,0.0872053,0
11,0.718853,0.522655,1.0133,0,0.0963607,0.0504921
11,1.4786,0.40647,0.998676,50,0.181643,0.181277
11,1.06828,0.395597,0.998042,120,0.127443,0.154269
11,0.475319,0.503896,1.02069,0,0,0
11,0.524147,0.131223,1.00011,0,0.0687572,0.0328222
11,0.257877,0.597658,1.0089,0,0,0
11,0.560464,1.23995,1.0157,0,0,0
11,0.688487,0.440554,0.987801,0,0.128954,0.0480659
11,0.573129,0.769164,0.993697,0,0,0
11,0.370794,0.308722,1.01619,49,0,0
11,0.665599,0.45811,1.03464,94,0.0762188,0
11,1.6173,0.333126,0.971137,90,0.279744,0.143099
11,0.691081,0.583559,1.01393,0,0.0761273,0
11,0.389563,0.332591,1.16974,0,0,0
11,0.961318,0.230403,1.02482,13,0.19588,0.0437629
11,0.453193,0.164052,1.00227,0,0.0284276,0
11,0.945144,0.326821,0.988312,40,0.137011,0
11,0.442206,0.892616,1.00653,0,0,0
11,0.902876,0.319946,0.990915,53,0.135363,0.0933394
11,0.843824,0.488403,1.00359,32,0.179858,0
11,0.27039,0.358853,1.00079,0,0,0
11,0.273136,0.303655,0.996811,0,0,0
11,0.308232,0.675078,1.007,0,0,0
11,0.621195,0.622528,0.993917,0,0,0
11,0.22797,0.534448,1.00345,0,0,0
11,0.366217,0.229618,1.01798,0,0,0
11,0.248264,0.584003,0.996741,0,0,0
11,0.876631,0.164389,1.00118,0,0.120073,0.119432
11,0.610208,0.451737,0.994392,36,0.108858,0
11,0.752575,0.330667,0.993975,107,0.0808423,0.0766766
11,0.26215,1.09505,1.01067,43,0,0
11,1.68734,0.173795,1.00058,0,0.209751,0.187366
11,0.556954,0.667827,1.00323,0,0,0
11,0.691691,0.255129,1.00076,40,0.123964,0
11,0.504616,0.29506,1.00566,0,0.146624,0
11,0.942092,0.231208,0.989423,28,0.148775,0.078645
11,0.656291,0.937559,1.05324,0,0,0
11,0.578317,0.29427,0.987354,41,0,0
11,0.359503,0.18178,1.00956,0,0,0
11,0.356603,0.651369,1.00451,5,0,0
11,0.276951,0.48125,0.991969,0,0,0
11,0.909895,0.551542,0.991646,106,0.148547,0
11,1.71496,0.257148,1.00596,144,0.151156,0.272648
11,0.780652,0.246739,0.991019,48,0.0846876,0.0366674
11,0.386664,0.915454,0.978967,0,0,0
11,0.69398,0.34721,0.995288,20,0.0986496,0.0272374
11,0.258793,0.331136,0.992801,0,0,0
11,0.333104,0.320048,0.99376,0,0,0
11,0.286412,0.322234,0.994234,0,0,0
11,1.78882,0.225103,0.988195,110,0.304372,0.158984
11,0.39704,0.527903,0.988756,0,0,0
11,0.242161,0.523655,0.991488,0,0,0
11,0.767376,0.22579,0.994532,36,0.170062,0
11,0.637522,0.158275,0.995541,0,0.153033,0
11,1.29381,0.648713,0.988197,93,0.275853,0
11,0.239567,0.976459,1.03124,0,0,0
11,1.2079,0.441419,1.01542,33,0.155138,0.147311
11,1.1516,0.439853,0.999094,59,0.10634,0.177615
11,0.94667,0.360577,0.986736,42,0.132753,0.0771344
11,0.310063,0.589303,0.966169,0,0,0
11,0.229801,0.895783,1.01133,105,0,0
11,0.561685,0.234219,0.991667,14,0.108858,0
11,0.39765,0.299499,1.01019,0,0,0
11,0.630503,0.598906,1.00455,0,0,0
11,0.2533,0.755365,0.988334,0,0,0
11,0.695964,0.409317,1.00504,46,0.161868,0
11,0.531929,0.574755,0.991096,0,0,0
11,1.46456,0.262567,0.994899,47,0.186496,0.131014
11,0.635843,0.53305,0.988169,0,0.210391,0
11,1.21447,0.177481,0.987075,120,0.159533,0.118059
11,1.12596,0.307381,0.990704,25,0.164065,0.065507
11,0.600748,0.926765,0.996992,0,0,0
11,0.362402,0.657722,1.00845,66,0,0
11,0.92256,0.306282,0.999932,0,0.164065,0
11,0.245365,0.623049,0.989142,0,0,0
11,0.590982,0.431307,0.997911,21,0.11989,0
11,0.305486,0.297794,0.985234,0,0,0
11,1.67071,0.50895,1.01573,46,0.281941,0.115221
11,0.411841,0.498211,0.998562,0,0,0
11,1.33654,0.384373,1.25423,78,0.195789,0.0903182
11,0.242771,0.574721,0.974248,0,0,0
11,0.261082,0.407862,0.985419,0,0,0
11,0.356146,0.809935,0.976786,0,0,0
11,0.355077,0.219674,0.981481,0,0,0
11,0.355993,1.02939,1.00676,0,0,0
11,0.995651,0.39947,1.00498,81,0.145159,0.0563973
11,0.513466,0.427796,0.980792,104,0.10959,0
11,0.772259,0.453657,0.995046,83,0.144427,0.0329137
11,0.904097,0.54215,0.997165,71,0.138705,0.0695811
11,0.368353,0.509451,0.999274,0,0,0
11,0.639963,0.316837,0.986112,24,0.0807965,0.0610666
11,0.934005,0.455006,0.990154,72,0.134722,0.0769513
11,0.210422,0.536232,1.04024,0,0,0
11,0.297398,0.489289,1.00803,0,0,0
11,1.45541,0.198353,1.14713,25,0.11902,0.294484
11,0.218662,1.25292,0.970638,0,0,0
11,0.686961,0.162969,0.988993,0,0.110826,0.0558022
11,2.51102,0.177076,1.03415,123,0.457771,0.224994
11,0.651713,0.712615,1.00163,0,0,0
11,1.18532,0.250485,0.996785,82,0.251591,0.0494392
11,1.24773,0.343955,1.00635,262,0.216434,0.0674754
11,0.422675,0.581254,0.990371,0,0,0
11,0.505837,0.636407,1.00586,0,0,0
11,0.352026,0.619904,0.990948,0,0,0
11,0.230106,0.398407,1.01663,0,0,0
11,0.57023,0.210777,1.01123,0,0.0992905,0
11,0.479591,0.38488,1.01819,0,0.0746166,0
11,0.661479,0.799152,0.995393,0,0,0
11,0.391089,0.426571,0.99897,0,0,0
11,1.3283,0.279206,1.02054,63,0.191577,0.0919661
11,2.52888,0.345332,1.00125,103,0.21767,0.363928
11,1.02602,0.428307,0.991127,98,0.12813,0.0560769
11,0.213626,0.400251,1.0065,99,0,0
11,0.408179,0.338466,1.00366,0,0,0
11,0.340887,0.69984,0.990691,0,0,0
11,0.450752,0.832162,0.996575,0,0,0
11,0.423896,0.317202,1.01224,0,0,0
11,0.433967,0.324969,1.0114,0,0,0
11,0.921187,0.487991,0.99005,48,0.193133,0.0516823
11,1.00694,0.307565,0.99404,11,0.114626,0.0666056
11,0.398108,0.310594,1.00054,0,0,0
11,0.349432,0.664195,1.01005,0,0,0
11,0.220493,0.371505,1.01396,81,0,0
11,0.222477,0.646886,1.00179,0,0,0
11,0.510567,0.228236,1.01445,0,0.0754864,0.0314031
11,0.540169,0.697176,1.00258,0,0,0
11,0.231327,0.659091,0.99424,120,0,0
11,0.300145,0.680949,1.00097,0,0,0
11,0.42649,0.162002,0.993242,0,0,0
11,0.74815,0.187175,1.00008,11,0.152941,0
11,0.475471,0.397355,0.989994,0,0.0775464,0
11,0.509499,0.325813,1.00453,0,0.0701762,0.0353857
11,1.02403,0.366268,1.00201,38,0.150881,0.0775464
11,0.599374,0.786299,1.01593,0,0,0
11,0.320745,0.392028,0.985554,0,0,0
11,0.213779,0.628877,1.01129,0,0,0
11,2.60075,0.41087,0.998463,76,0.366903,0.305287
11,0.943313,0.329012,0.984105,16,0.0731518,0.14287
11,0.2121,1.64559,0.983214,0,0,0
11,0.465248,0.427897,0.988341,0,0,0
11,0.991836,0.489306,0.982612,149,0.177203,0.0346075
11,1.32906,0.206192,0.985843,26,0.194049,0.1729
11,0.463874,0.663407,1.0048,0,0,0
11,0.577096,0.263655,1.02119,59,0.0785992,0.0488441
11,0.728618,0.452047,0.993637,53,0.123644,0.0247654
11,0.811475,0.340454,0.984663,116,0.170428,0
11,0.315099,0.45125,0.989129,0,0,0
11,0.416571,0.323569,0.988842,0,0,0
11,0.229953,0.564552,0.992409,0,0,0
11,0.348058,0.896726,0.995712,0,0,0
